subdivision,year,month,rainfall_mm
East Madhya Pradesh,2009,10,68.9
East Madhya Pradesh,2009,11,79.2
East Madhya Pradesh,2009,12,19
East Madhya Pradesh,2010,1,2.9
East Madhya Pradesh,2010,2,10.4
East Madhya Pradesh,2010,3,0.1
East Madhya Pradesh,2010,4,0.7
East Madhya Pradesh,2010,5,1.7
East Madhya Pradesh,2010,6,58.4
East Madhya Pradesh,2010,7,363.3
East Madhya Pradesh,2010,8,271.9
East Madhya Pradesh,2010,9,213.4
East Madhya Pradesh,2010,10,23.6
East Madhya Pradesh,2010,11,10.9
East Madhya Pradesh,2010,12,3.3
East Madhya Pradesh,2011,1,0.6
East Madhya Pradesh,2011,2,1.9
East Madhya Pradesh,2011,3,0.3
East Madhya Pradesh,2011,4,7.1
East Madhya Pradesh,2011,5,4.7
East Madhya Pradesh,2011,6,332.5
East Madhya Pradesh,2011,7,323.6
East Madhya Pradesh,2011,8,326.9
East Madhya Pradesh,2011,9,276.5
East Madhya Pradesh,2011,10,1.1
East Madhya Pradesh,2011,11,0
East Madhya Pradesh,2011,12,0
East Madhya Pradesh,2012,1,39.4
East Madhya Pradesh,2012,2,0.7
East Madhya Pradesh,2012,3,0.6
East Madhya Pradesh,2012,4,1.1
East Madhya Pradesh,2012,5,1.2
East Madhya Pradesh,2012,6,67.8
East Madhya Pradesh,2012,7,398.9
East Madhya Pradesh,2012,8,351.7
East Madhya Pradesh,2012,9,172.6
East Madhya Pradesh,2012,10,12.7
East Madhya Pradesh,2012,11,3.8
East Madhya Pradesh,2012,12,2.7
East Madhya Pradesh,2013,1,2
East Madhya Pradesh,2013,2,43.4
East Madhya Pradesh,2013,3,14.1
East Madhya Pradesh,2013,4,9.5
East Madhya Pradesh,2013,5,0.3
East Madhya Pradesh,2013,6,311.9
East Madhya Pradesh,2013,7,456.2
East Madhya Pradesh,2013,8,480.8
East Madhya Pradesh,2013,9,78
East Madhya Pradesh,2013,10,124.2
East Madhya Pradesh,2013,11,0.5
East Madhya Pradesh,2013,12,1
East Madhya Pradesh,2014,1,32.1
East Madhya Pradesh,2014,2,49.7
East Madhya Pradesh,2014,3,17.8
East Madhya Pradesh,2014,4,5.1
East Madhya Pradesh,2014,5,2.5
East Madhya Pradesh,2014,6,91.8
East Madhya Pradesh,2014,7,283.4
East Madhya Pradesh,2014,8,231.8
East Madhya Pradesh,2014,9,139.6
East Madhya Pradesh,2014,10,56.4
East Madhya Pradesh,2014,11,1.9
East Madhya Pradesh,2014,12,12.9
East Madhya Pradesh,2015,1,37.3
East Madhya Pradesh,2015,2,11
East Madhya Pradesh,2015,3,73.4
East Madhya Pradesh,2015,4,25.8
East Madhya Pradesh,2015,5,6.3
East Madhya Pradesh,2015,6,139.2
East Madhya Pradesh,2015,7,262.2
East Madhya Pradesh,2015,8,272.1
East Madhya Pradesh,2015,9,71.6
East Madhya Pradesh,2015,10,38.2
East Madhya Pradesh,2015,11,1.2
East Madhya Pradesh,2015,12,0.9
East Madhya Pradesh,2016,1,20.2
East Madhya Pradesh,2016,2,2.1
East Madhya Pradesh,2016,3,17.6
East Madhya Pradesh,2016,4,0.1
East Madhya Pradesh,2016,5,17.9
East Madhya Pradesh,2016,6,99
East Madhya Pradesh,2016,7,552.2
East Madhya Pradesh,2016,8,462.3
East Madhya Pradesh,2016,9,139.6
East Madhya Pradesh,2016,10,29
East Madhya Pradesh,2016,11,0
East Madhya Pradesh,2016,12,0
East Madhya Pradesh,2017,1,4.6
East Madhya Pradesh,2017,2,6.7
East Madhya Pradesh,2017,3,2
East Madhya Pradesh,2017,4,0
East Madhya Pradesh,2017,5,11.4
East Madhya Pradesh,2017,6,119
East Madhya Pradesh,2017,7,353.8
East Madhya Pradesh,2017,8,179.1
East Madhya Pradesh,2017,9,144
East Madhya Pradesh,2017,10,18.8
East Madhya Pradesh,2017,11,0.7
East Madhya Pradesh,2017,12,0
Gujarat Region,1901,1,4.2
Gujarat Region,1901,2,0
Gujarat Region,1901,3,0.6
Gujarat Region,1901,4,1.6
Gujarat Region,1901,5,7
Gujarat Region,1901,6,60.3
Gujarat Region,1901,7,240.2
Gujarat Region,1901,8,205.4
Gujarat Region,1901,9,18.1
Gujarat Region,1901,10,16.6
Gujarat Region,1901,11,0
Gujarat Region,1901,12,0.3
Gujarat Region,1902,1,3.9
Gujarat Region,1902,2,0
Gujarat Region,1902,3,0
Gujarat Region,1902,4,0.6
Gujarat Region,1902,5,1
Gujarat Region,1902,6,32.8
Gujarat Region,1902,7,229.8
Gujarat Region,1902,8,299
Gujarat Region,1902,9,281.2
Gujarat Region,1902,10,2.3
Gujarat Region,1902,11,1.5
Gujarat Region,1902,12,11.9
Gujarat Region,1903,1,0.3
Gujarat Region,1903,2,0.1
Gujarat Region,1903,3,1.4
Gujarat Region,1903,4,0
Gujarat Region,1903,5,12.3
Gujarat Region,1903,6,30.1
Gujarat Region,1903,7,452.9
Gujarat Region,1903,8,202
Gujarat Region,1903,9,183.2
Gujarat Region,1903,10,5.4
Gujarat Region,1903,11,0
Gujarat Region,1903,12,0
Gujarat Region,1904,1,0.8
Gujarat Region,1904,2,10.6
Gujarat Region,1904,3,16.8
Gujarat Region,1904,4,0.2
Gujarat Region,1904,5,3.9
Gujarat Region,1904,6,48.3
Gujarat Region,1904,7,194.8
Gujarat Region,1904,8,71.8
Gujarat Region,1904,9,138
Gujarat Region,1904,10,6.1
Gujarat Region,1904,11,0.1
Gujarat Region,1904,12,1.2
Gujarat Region,1905,1,0.1
Gujarat Region,1905,2,0.7
Gujarat Region,1905,3,1.1
Gujarat Region,1905,4,0.3
Gujarat Region,1905,5,0
Gujarat Region,1905,6,20.1
Gujarat Region,1905,7,668.3
Gujarat Region,1905,8,37.9
Gujarat Region,1905,9,81.3
Gujarat Region,1905,10,1.4
Gujarat Region,1905,11,0.2
Gujarat Region,1905,12,0.1
Gujarat Region,1906,1,0
Gujarat Region,1906,2,12.7
Gujarat Region,1906,3,0
Gujarat Region,1906,4,0
Gujarat Region,1906,5,0.1
Gujarat Region,1906,6,177.5
Gujarat Region,1906,7,311.5
Gujarat Region,1906,8,247.1
Gujarat Region,1906,9,134.8
Gujarat Region,1906,10,5.9
Gujarat Region,1906,11,0
Gujarat Region,1906,12,0.9
Gujarat Region,1907,1,0.3
Gujarat Region,1907,2,14.6
Gujarat Region,1907,3,0.2
Gujarat Region,1907,4,2.1
Gujarat Region,1907,5,0.4
Gujarat Region,1907,6,72.4
Gujarat Region,1907,7,325
Gujarat Region,1907,8,564.4
Gujarat Region,1907,9,17.5
Gujarat Region,1907,10,0
Gujarat Region,1907,11,0
Gujarat Region,1907,12,0
Gujarat Region,1908,1,5.2
Gujarat Region,1908,2,0.3
Gujarat Region,1908,3,0.2
Gujarat Region,1908,4,0
Gujarat Region,1908,5,0.1
Gujarat Region,1908,6,67.5
Gujarat Region,1908,7,562.1
Gujarat Region,1908,8,366
Gujarat Region,1908,9,25.1
Gujarat Region,1908,10,1
Gujarat Region,1908,11,0
Gujarat Region,1908,12,0
Gujarat Region,1909,1,0.1
Gujarat Region,1909,2,0.5
Gujarat Region,1909,3,0.1
Gujarat Region,1909,4,5.5
Gujarat Region,1909,5,2.6
Gujarat Region,1909,6,160.5
Gujarat Region,1909,7,415.6
Gujarat Region,1909,8,242.6
Gujarat Region,1909,9,143.3
Gujarat Region,1909,10,1.5
Gujarat Region,1909,11,0
Gujarat Region,1909,12,5.5
Gujarat Region,1910,1,0.6
Gujarat Region,1910,2,0
Gujarat Region,1910,3,0
Gujarat Region,1910,4,0.1
Gujarat Region,1910,5,0
Gujarat Region,1910,6,262.6
Gujarat Region,1910,7,290.2
Gujarat Region,1910,8,338.5
Gujarat Region,1910,9,44.7
Gujarat Region,1910,10,23.1
Gujarat Region,1910,11,14.8
Gujarat Region,1910,12,0
Gujarat Region,1911,1,3.5
Gujarat Region,1911,2,0
Gujarat Region,1911,3,18.9
Gujarat Region,1911,4,0
Gujarat Region,1911,5,0.9
Gujarat Region,1911,6,158
Gujarat Region,1911,7,66.7
Gujarat Region,1911,8,93.4
Gujarat Region,1911,9,57.7
Gujarat Region,1911,10,0.5
Gujarat Region,1911,11,3.8
Gujarat Region,1911,12,0.1
Gujarat Region,1912,1,0.1
Gujarat Region,1912,2,0
Gujarat Region,1912,3,0
Gujarat Region,1912,4,0.2
Gujarat Region,1912,5,0.6
Gujarat Region,1912,6,105.1
Gujarat Region,1912,7,624.9
Gujarat Region,1912,8,291.1
Gujarat Region,1912,9,38.9
Gujarat Region,1912,10,13.6
Gujarat Region,1912,11,44.1
Gujarat Region,1912,12,0
Gujarat Region,1913,1,0
Gujarat Region,1913,2,0
Gujarat Region,1913,3,0.1
Gujarat Region,1913,4,0
Gujarat Region,1913,5,13.5
Gujarat Region,1913,6,364.5
Gujarat Region,1913,7,423.2
Gujarat Region,1913,8,213.8
Gujarat Region,1913,9,146
Gujarat Region,1913,10,1.1
Gujarat Region,1913,11,0.1
Gujarat Region,1913,12,0.3
Gujarat Region,1914,1,0
Gujarat Region,1914,2,3.7
Gujarat Region,1914,3,0
Gujarat Region,1914,4,0.2
Gujarat Region,1914,5,5.4
Gujarat Region,1914,6,222.3
Gujarat Region,1914,7,488.8
Gujarat Region,1914,8,137.7
Gujarat Region,1914,9,234.9
Gujarat Region,1914,10,8.5
Gujarat Region,1914,11,6
Gujarat Region,1914,12,0
Gujarat Region,1915,1,7.5
Gujarat Region,1915,2,1.9
Gujarat Region,1915,3,12.1
Gujarat Region,1915,4,1.6
Gujarat Region,1915,5,2.3
Gujarat Region,1915,6,128.7
Gujarat Region,1915,7,128.9
Gujarat Region,1915,8,116.3
Gujarat Region,1915,9,52.7
Gujarat Region,1915,10,112.3
Gujarat Region,1915,11,2.8
Gujarat Region,1915,12,0.2
Gujarat Region,1916,1,0
Gujarat Region,1916,2,0
Gujarat Region,1916,3,0.2
Gujarat Region,1916,4,0.1
Gujarat Region,1916,5,8.7
Gujarat Region,1916,6,126.7
Gujarat Region,1916,7,168.3
Gujarat Region,1916,8,418.9
Gujarat Region,1916,9,193.6
Gujarat Region,1916,10,32.4
Gujarat Region,1916,11,4
Gujarat Region,1916,12,0
Gujarat Region,1917,1,0.4
Gujarat Region,1917,2,7.4
Gujarat Region,1917,3,0
Gujarat Region,1917,4,5.3
Gujarat Region,1917,5,98.3
Gujarat Region,1917,6,126.8
Gujarat Region,1917,7,320.1
Gujarat Region,1917,8,379.2
Gujarat Region,1917,9,353.7
Gujarat Region,1917,10,233.7
Gujarat Region,1917,11,0
Gujarat Region,1917,12,0
Gujarat Region,1918,1,0.4
Gujarat Region,1918,2,0
Gujarat Region,1918,3,0.2
Gujarat Region,1918,4,0
Gujarat Region,1918,5,12.1
Gujarat Region,1918,6,37.8
Gujarat Region,1918,7,110.5
Gujarat Region,1918,8,213.4
Gujarat Region,1918,9,17.6
Gujarat Region,1918,10,0.2
Gujarat Region,1918,11,0.5
Gujarat Region,1918,12,0
Gujarat Region,1919,1,6.1
Gujarat Region,1919,2,0.1
Gujarat Region,1919,3,0
Gujarat Region,1919,4,1.3
Gujarat Region,1919,5,2.1
Gujarat Region,1919,6,110
Gujarat Region,1919,7,335.9
Gujarat Region,1919,8,481.2
Gujarat Region,1919,9,78.1
Gujarat Region,1919,10,33
Gujarat Region,1919,11,19.6
Gujarat Region,1919,12,0
Gujarat Region,1920,1,44.1
Gujarat Region,1920,2,1.8
Gujarat Region,1920,3,0
Gujarat Region,1920,4,0.2
Gujarat Region,1920,5,63.2
Gujarat Region,1920,6,189.3
Gujarat Region,1920,7,268.1
Gujarat Region,1920,8,110.4
Gujarat Region,1920,9,31.7
Gujarat Region,1920,10,0
Gujarat Region,1920,11,0
Gujarat Region,1920,12,0
Gujarat Region,1921,1,0.8
Gujarat Region,1921,2,0
Gujarat Region,1921,3,0
Gujarat Region,1921,4,0
Gujarat Region,1921,5,0
Gujarat Region,1921,6,31.1
Gujarat Region,1921,7,529.7
Gujarat Region,1921,8,205.4
Gujarat Region,1921,9,405.1
Gujarat Region,1921,10,0.4
Gujarat Region,1921,11,0
Gujarat Region,1921,12,0.2
Gujarat Region,1922,1,2.1
Gujarat Region,1922,2,0
Gujarat Region,1922,3,0
Gujarat Region,1922,4,0
Gujarat Region,1922,5,0
Gujarat Region,1922,6,130.8
Gujarat Region,1922,7,314.8
Gujarat Region,1922,8,106.8
Gujarat Region,1922,9,314.3
Gujarat Region,1922,10,5
Gujarat Region,1922,11,4.1
Gujarat Region,1922,12,0.7
Gujarat Region,1923,1,0
Gujarat Region,1923,2,5.2
Gujarat Region,1923,3,1.5
Gujarat Region,1923,4,4
Gujarat Region,1923,5,4.6
Gujarat Region,1923,6,2.6
Gujarat Region,1923,7,295
Gujarat Region,1923,8,157.5
Gujarat Region,1923,9,81.9
Gujarat Region,1923,10,0.9
Gujarat Region,1923,11,0
Gujarat Region,1923,12,0
Gujarat Region,1924,1,1.4
Gujarat Region,1924,2,0
Gujarat Region,1924,3,0.4
Gujarat Region,1924,4,0
Gujarat Region,1924,5,5.5
Gujarat Region,1924,6,117.3
Gujarat Region,1924,7,297.3
Gujarat Region,1924,8,267
Gujarat Region,1924,9,198.7
Gujarat Region,1924,10,21
Gujarat Region,1924,11,0
Gujarat Region,1924,12,1
Gujarat Region,1925,1,0
Gujarat Region,1925,2,0
Gujarat Region,1925,3,0.1
Gujarat Region,1925,4,0
Gujarat Region,1925,5,25.8
Gujarat Region,1925,6,264.6
Gujarat Region,1925,7,199.3
Gujarat Region,1925,8,81.8
Gujarat Region,1925,9,14.2
Gujarat Region,1925,10,0.4
Gujarat Region,1925,11,6.6
Gujarat Region,1925,12,0.2
Gujarat Region,1926,1,6.5
Gujarat Region,1926,2,0
Gujarat Region,1926,3,0.9
Gujarat Region,1926,4,2
Gujarat Region,1926,5,8.5
Gujarat Region,1926,6,20.1
Gujarat Region,1926,7,406.1
Gujarat Region,1926,8,471
Gujarat Region,1926,9,359.1
Gujarat Region,1926,10,0.1
Gujarat Region,1926,11,0.1
Gujarat Region,1926,12,0
Gujarat Region,1927,1,0
Gujarat Region,1927,2,4.9
Gujarat Region,1927,3,0
Gujarat Region,1927,4,0.2
Gujarat Region,1927,5,1.9
Gujarat Region,1927,6,139.4
Gujarat Region,1927,7,903.3
Gujarat Region,1927,8,199.2
Gujarat Region,1927,9,113.9
Gujarat Region,1927,10,26.2
Gujarat Region,1927,11,18.3
Gujarat Region,1927,12,14.8
Gujarat Region,1928,1,0
Gujarat Region,1928,2,0.2
Gujarat Region,1928,3,0
Gujarat Region,1928,4,0
Gujarat Region,1928,5,0
Gujarat Region,1928,6,51.5
Gujarat Region,1928,7,372.7
Gujarat Region,1928,8,220.5
Gujarat Region,1928,9,138.3
Gujarat Region,1928,10,19.6
Gujarat Region,1928,11,16.4
Gujarat Region,1928,12,1.8
Gujarat Region,1929,1,1.9
Gujarat Region,1929,2,0
Gujarat Region,1929,3,0
Gujarat Region,1929,4,5.5
Gujarat Region,1929,5,0.9
Gujarat Region,1929,6,123.6
Gujarat Region,1929,7,353.7
Gujarat Region,1929,8,150.7
Gujarat Region,1929,9,20.6
Gujarat Region,1929,10,7.2
Gujarat Region,1929,11,0.6
Gujarat Region,1929,12,11.6
Gujarat Region,1930,1,2
Gujarat Region,1930,2,0.2
Gujarat Region,1930,3,0.2
Gujarat Region,1930,4,0.1
Gujarat Region,1930,5,1.1
Gujarat Region,1930,6,160.2
Gujarat Region,1930,7,426
Gujarat Region,1930,8,152.9
Gujarat Region,1930,9,102.8
Gujarat Region,1930,10,48.2
Gujarat Region,1930,11,0
Gujarat Region,1930,12,0.9
Gujarat Region,1931,1,0
Gujarat Region,1931,2,0.1
Gujarat Region,1931,3,0
Gujarat Region,1931,4,0
Gujarat Region,1931,5,1.7
Gujarat Region,1931,6,18.4
Gujarat Region,1931,7,332.5
Gujarat Region,1931,8,546.3
Gujarat Region,1931,9,86.4
Gujarat Region,1931,10,113.6
Gujarat Region,1931,11,4.2
Gujarat Region,1931,12,1.3
Gujarat Region,1932,1,0
Gujarat Region,1932,2,0
Gujarat Region,1932,3,0.8
Gujarat Region,1932,4,0.4
Gujarat Region,1932,5,0.4
Gujarat Region,1932,6,57.9
Gujarat Region,1932,7,540
Gujarat Region,1932,8,146.6
Gujarat Region,1932,9,129.2
Gujarat Region,1932,10,30.1
Gujarat Region,1932,11,0.9
Gujarat Region,1932,12,0.3
Gujarat Region,1933,1,0
Gujarat Region,1933,2,3.4
Gujarat Region,1933,3,0.7
Gujarat Region,1933,4,3.5
Gujarat Region,1933,5,44.3
Gujarat Region,1933,6,118.3
Gujarat Region,1933,7,241.3
Gujarat Region,1933,8,473.6
Gujarat Region,1933,9,227.5
Gujarat Region,1933,10,15.1
Gujarat Region,1933,11,1.4
Gujarat Region,1933,12,7.9
Gujarat Region,1934,1,0.1
Gujarat Region,1934,2,0
Gujarat Region,1934,3,0.7
Gujarat Region,1934,4,0.3
Gujarat Region,1934,5,0
Gujarat Region,1934,6,219.7
Gujarat Region,1934,7,266.1
Gujarat Region,1934,8,392.9
Gujarat Region,1934,9,81.2
Gujarat Region,1934,10,0.9
Gujarat Region,1934,11,17.6
Gujarat Region,1934,12,0
Gujarat Region,1935,1,7.3
Gujarat Region,1935,2,0
Gujarat Region,1935,3,0
Gujarat Region,1935,4,1.6
Gujarat Region,1935,5,0.4
Gujarat Region,1935,6,82.4
Gujarat Region,1935,7,356
Gujarat Region,1935,8,107.1
Gujarat Region,1935,9,187.6
Gujarat Region,1935,10,14.2
Gujarat Region,1935,11,0.1
Gujarat Region,1935,12,0.3
Gujarat Region,1936,1,0
Gujarat Region,1936,2,1.8
Gujarat Region,1936,3,1.3
Gujarat Region,1936,4,0
Gujarat Region,1936,5,0.8
Gujarat Region,1936,6,189.4
Gujarat Region,1936,7,133.4
Gujarat Region,1936,8,52.9
Gujarat Region,1936,9,175.8
Gujarat Region,1936,10,1.3
Gujarat Region,1936,11,52.5
Gujarat Region,1936,12,0
Gujarat Region,1937,1,0
Gujarat Region,1937,2,4
Gujarat Region,1937,3,0.2
Gujarat Region,1937,4,0.1
Gujarat Region,1937,5,0
Gujarat Region,1937,6,260.6
Gujarat Region,1937,7,577.8
Gujarat Region,1937,8,32
Gujarat Region,1937,9,320.1
Gujarat Region,1937,10,3.3
Gujarat Region,1937,11,0.1
Gujarat Region,1937,12,4.8
Gujarat Region,1938,1,0
Gujarat Region,1938,2,0.1
Gujarat Region,1938,3,0
Gujarat Region,1938,4,0
Gujarat Region,1938,5,15.8
Gujarat Region,1938,6,265
Gujarat Region,1938,7,342.6
Gujarat Region,1938,8,134.6
Gujarat Region,1938,9,26.3
Gujarat Region,1938,10,30.3
Gujarat Region,1938,11,0
Gujarat Region,1938,12,0
Gujarat Region,1939,1,0
Gujarat Region,1939,2,1.1
Gujarat Region,1939,3,3.1
Gujarat Region,1939,4,0
Gujarat Region,1939,5,0
Gujarat Region,1939,6,30.3
Gujarat Region,1939,7,210.3
Gujarat Region,1939,8,265.3
Gujarat Region,1939,9,91.6
Gujarat Region,1939,10,1.3
Gujarat Region,1939,11,2.4
Gujarat Region,1939,12,0.2
Gujarat Region,1940,1,11.3
Gujarat Region,1940,2,4.4
Gujarat Region,1940,3,10.1
Gujarat Region,1940,4,2
Gujarat Region,1940,5,1.5
Gujarat Region,1940,6,152.6
Gujarat Region,1940,7,208.3
Gujarat Region,1940,8,241.8
Gujarat Region,1940,9,119.8
Gujarat Region,1940,10,91.5
Gujarat Region,1940,11,26.7
Gujarat Region,1940,12,0
Gujarat Region,1941,1,1
Gujarat Region,1941,2,12.5
Gujarat Region,1941,3,0.1
Gujarat Region,1941,4,0.7
Gujarat Region,1941,5,0.9
Gujarat Region,1941,6,42.5
Gujarat Region,1941,7,671.9
Gujarat Region,1941,8,187.7
Gujarat Region,1941,9,40.7
Gujarat Region,1941,10,3.3
Gujarat Region,1941,11,0
Gujarat Region,1941,12,0.4
Gujarat Region,1942,1,2
Gujarat Region,1942,2,13.7
Gujarat Region,1942,3,0
Gujarat Region,1942,4,0
Gujarat Region,1942,5,9
Gujarat Region,1942,6,130.1
Gujarat Region,1942,7,501.1
Gujarat Region,1942,8,367.8
Gujarat Region,1942,9,162.6
Gujarat Region,1942,10,0
Gujarat Region,1942,11,0
Gujarat Region,1942,12,0.3
Gujarat Region,1943,1,0.1
Gujarat Region,1943,2,0
Gujarat Region,1943,3,0
Gujarat Region,1943,4,0.6
Gujarat Region,1943,5,19
Gujarat Region,1943,6,132.8
Gujarat Region,1943,7,484.2
Gujarat Region,1943,8,80.9
Gujarat Region,1943,9,152.2
Gujarat Region,1943,10,42.6
Gujarat Region,1943,11,0.4
Gujarat Region,1943,12,0
Gujarat Region,1944,1,2.9
Gujarat Region,1944,2,0
Gujarat Region,1944,3,5.1
Gujarat Region,1944,4,2.3
Gujarat Region,1944,5,2.3
Gujarat Region,1944,6,110.1
Gujarat Region,1944,7,625.9
Gujarat Region,1944,8,502.7
Gujarat Region,1944,9,72.2
Gujarat Region,1944,10,16.9
Gujarat Region,1944,11,0
Gujarat Region,1944,12,0
Gujarat Region,1945,1,7
Gujarat Region,1945,2,0
Gujarat Region,1945,3,0
Gujarat Region,1945,4,1.9
Gujarat Region,1945,5,0.7
Gujarat Region,1945,6,160.9
Gujarat Region,1945,7,518.8
Gujarat Region,1945,8,245.3
Gujarat Region,1945,9,339.5
Gujarat Region,1945,10,2.7
Gujarat Region,1945,11,0
Gujarat Region,1945,12,0
Gujarat Region,1946,1,0
Gujarat Region,1946,2,2.1
Gujarat Region,1946,3,0
Gujarat Region,1946,4,1.1
Gujarat Region,1946,5,4.2
Gujarat Region,1946,6,233.3
Gujarat Region,1946,7,291.7
Gujarat Region,1946,8,469.6
Gujarat Region,1946,9,104.6
Gujarat Region,1946,10,1.1
Gujarat Region,1946,11,34.4
Gujarat Region,1946,12,5.5
Gujarat Region,1947,1,0.4
Gujarat Region,1947,2,0
Gujarat Region,1947,3,0
Gujarat Region,1947,4,40.4
Gujarat Region,1947,5,0
Gujarat Region,1947,6,5.4
Gujarat Region,1947,7,216.7
Gujarat Region,1947,8,257.1
Gujarat Region,1947,9,252.7
Gujarat Region,1947,10,8.3
Gujarat Region,1947,11,2.3
Gujarat Region,1947,12,0
Gujarat Region,1948,1,11.7
Gujarat Region,1948,2,0.4
Gujarat Region,1948,3,0
Gujarat Region,1948,4,0
Gujarat Region,1948,5,0.7
Gujarat Region,1948,6,65.5
Gujarat Region,1948,7,185.9
Gujarat Region,1948,8,115.9
Gujarat Region,1948,9,49.8
Gujarat Region,1948,10,18.2
Gujarat Region,1948,11,25.1
Gujarat Region,1948,12,0.6
Gujarat Region,1949,1,0
Gujarat Region,1949,2,0.1
Gujarat Region,1949,3,0
Gujarat Region,1949,4,0
Gujarat Region,1949,5,2.5
Gujarat Region,1949,6,35.2
Gujarat Region,1949,7,290
Gujarat Region,1949,8,205.5
Gujarat Region,1949,9,241.1
Gujarat Region,1949,10,23.5
Gujarat Region,1949,11,2.5
Gujarat Region,1949,12,0
Gujarat Region,1950,1,0
Gujarat Region,1950,2,0
Gujarat Region,1950,3,0
Gujarat Region,1950,4,0
Gujarat Region,1950,5,0.1
Gujarat Region,1950,6,11.7
Gujarat Region,1950,7,730.7
Gujarat Region,1950,8,76.9
Gujarat Region,1950,9,306.6
Gujarat Region,1950,10,3.3
Gujarat Region,1950,11,0
Gujarat Region,1950,12,0
Gujarat Region,1951,1,0
Gujarat Region,1951,2,0
Gujarat Region,1951,3,0.4
Gujarat Region,1951,4,0.3
Gujarat Region,1951,5,2.1
Gujarat Region,1951,6,65.6
Gujarat Region,1951,7,218.6
Gujarat Region,1951,8,162.6
Gujarat Region,1951,9,7.3
Gujarat Region,1951,10,13.9
Gujarat Region,1951,11,7.3
Gujarat Region,1951,12,0.3
Gujarat Region,1952,1,0
Gujarat Region,1952,2,0
Gujarat Region,1952,3,0
Gujarat Region,1952,4,0
Gujarat Region,1952,5,0.2
Gujarat Region,1952,6,138.7
Gujarat Region,1952,7,487.7
Gujarat Region,1952,8,136.4
Gujarat Region,1952,9,11.6
Gujarat Region,1952,10,1.8
Gujarat Region,1952,11,0
Gujarat Region,1952,12,0
Gujarat Region,1953,1,12.6
Gujarat Region,1953,2,0
Gujarat Region,1953,3,0
Gujarat Region,1953,4,0.1
Gujarat Region,1953,5,0.3
Gujarat Region,1953,6,143.6
Gujarat Region,1953,7,240
Gujarat Region,1953,8,552.9
Gujarat Region,1953,9,104.5
Gujarat Region,1953,10,1
Gujarat Region,1953,11,0
Gujarat Region,1953,12,0.4
Gujarat Region,1954,1,0.1
Gujarat Region,1954,2,2
Gujarat Region,1954,3,5.5
Gujarat Region,1954,4,0
Gujarat Region,1954,5,0.2
Gujarat Region,1954,6,114.3
Gujarat Region,1954,7,355
Gujarat Region,1954,8,214.1
Gujarat Region,1954,9,522
Gujarat Region,1954,10,32
Gujarat Region,1954,11,0.1
Gujarat Region,1954,12,2.6
Gujarat Region,1955,1,0.3
Gujarat Region,1955,2,0.1
Gujarat Region,1955,3,0.1
Gujarat Region,1955,4,0.7
Gujarat Region,1955,5,3.1
Gujarat Region,1955,6,104.9
Gujarat Region,1955,7,109.9
Gujarat Region,1955,8,393.5
Gujarat Region,1955,9,311.4
Gujarat Region,1955,10,51.4
Gujarat Region,1955,11,0.1
Gujarat Region,1955,12,0
Gujarat Region,1956,1,0
Gujarat Region,1956,2,0.1
Gujarat Region,1956,3,0
Gujarat Region,1956,4,0.1
Gujarat Region,1956,5,26.5
Gujarat Region,1956,6,102.9
Gujarat Region,1956,7,661.3
Gujarat Region,1956,8,329.8
Gujarat Region,1956,9,135
Gujarat Region,1956,10,107.4
Gujarat Region,1956,11,2.2
Gujarat Region,1956,12,1.4
Gujarat Region,1957,1,2.3
Gujarat Region,1957,2,0
Gujarat Region,1957,3,0.2
Gujarat Region,1957,4,0
Gujarat Region,1957,5,5.7
Gujarat Region,1957,6,151.8
Gujarat Region,1957,7,257.1
Gujarat Region,1957,8,198.7
Gujarat Region,1957,9,16.1
Gujarat Region,1957,10,7.5
Gujarat Region,1957,11,8.2
Gujarat Region,1957,12,0.2
Gujarat Region,1958,1,1
Gujarat Region,1958,2,0
Gujarat Region,1958,3,0.3
Gujarat Region,1958,4,1.1
Gujarat Region,1958,5,0.7
Gujarat Region,1958,6,103.4
Gujarat Region,1958,7,336.8
Gujarat Region,1958,8,287.1
Gujarat Region,1958,9,335.9
Gujarat Region,1958,10,46.9
Gujarat Region,1958,11,10
Gujarat Region,1958,12,0.1
Gujarat Region,1959,1,0
Gujarat Region,1959,2,0
Gujarat Region,1959,3,0
Gujarat Region,1959,4,2.8
Gujarat Region,1959,5,1.4
Gujarat Region,1959,6,98
Gujarat Region,1959,7,632.6
Gujarat Region,1959,8,321.8
Gujarat Region,1959,9,377.6
Gujarat Region,1959,10,121.7
Gujarat Region,1959,11,4.7
Gujarat Region,1959,12,0
Gujarat Region,1960,1,1.6
Gujarat Region,1960,2,0
Gujarat Region,1960,3,0.2
Gujarat Region,1960,4,0
Gujarat Region,1960,5,8
Gujarat Region,1960,6,131.4
Gujarat Region,1960,7,218.3
Gujarat Region,1960,8,210.6
Gujarat Region,1960,9,73.1
Gujarat Region,1960,10,6.3
Gujarat Region,1960,11,0
Gujarat Region,1960,12,0.1
Gujarat Region,1961,1,0
Gujarat Region,1961,2,0.6
Gujarat Region,1961,3,0
Gujarat Region,1961,4,0
Gujarat Region,1961,5,0.6
Gujarat Region,1961,6,90.2
Gujarat Region,1961,7,365.1
Gujarat Region,1961,8,174.6
Gujarat Region,1961,9,297.7
Gujarat Region,1961,10,16.1
Gujarat Region,1961,11,0.1
Gujarat Region,1961,12,0
Gujarat Region,1962,1,0
