subdivision,year,month,rainfall_mm
Gujarat Region,1962,2,0
Gujarat Region,1962,3,1.4
Gujarat Region,1962,4,1.3
Gujarat Region,1962,5,2.3
Gujarat Region,1962,6,49.3
Gujarat Region,1962,7,298.8
Gujarat Region,1962,8,181
Gujarat Region,1962,9,227.1
Gujarat Region,1962,10,0
Gujarat Region,1962,11,8.9
Gujarat Region,1962,12,2.9
Gujarat Region,1963,1,1.4
Gujarat Region,1963,2,0
Gujarat Region,1963,3,0.9
Gujarat Region,1963,4,0.3
Gujarat Region,1963,5,0.3
Gujarat Region,1963,6,65.4
Gujarat Region,1963,7,291.4
Gujarat Region,1963,8,350.9
Gujarat Region,1963,9,227.6
Gujarat Region,1963,10,26
Gujarat Region,1963,11,33.1
Gujarat Region,1963,12,0.4
Gujarat Region,1964,1,0.1
Gujarat Region,1964,2,0
Gujarat Region,1964,3,0
Gujarat Region,1964,4,0
Gujarat Region,1964,5,4
Gujarat Region,1964,6,106.2
Gujarat Region,1964,7,371
Gujarat Region,1964,8,296.3
Gujarat Region,1964,9,114.6
Gujarat Region,1964,10,0.5
Gujarat Region,1964,11,0
Gujarat Region,1964,12,0
Gujarat Region,1965,1,7.4
Gujarat Region,1965,2,0
Gujarat Region,1965,3,0.6
Gujarat Region,1965,4,0.4
Gujarat Region,1965,5,1.3
Gujarat Region,1965,6,11.2
Gujarat Region,1965,7,442.4
Gujarat Region,1965,8,165.9
Gujarat Region,1965,9,24.1
Gujarat Region,1965,10,1
Gujarat Region,1965,11,2.4
Gujarat Region,1965,12,0.1
Gujarat Region,1966,1,0.2
Gujarat Region,1966,2,0
Gujarat Region,1966,3,0
Gujarat Region,1966,4,0
Gujarat Region,1966,5,0.5
Gujarat Region,1966,6,123.1
Gujarat Region,1966,7,316.4
Gujarat Region,1966,8,71.2
Gujarat Region,1966,9,183.9
Gujarat Region,1966,10,0.8
Gujarat Region,1966,11,0.3
Gujarat Region,1966,12,0.1
Gujarat Region,1967,1,0
Gujarat Region,1967,2,0
Gujarat Region,1967,3,42.1
Gujarat Region,1967,4,0.4
Gujarat Region,1967,5,0.2
Gujarat Region,1967,6,132.7
Gujarat Region,1967,7,413.2
Gujarat Region,1967,8,204.1
Gujarat Region,1967,9,123.8
Gujarat Region,1967,10,1
Gujarat Region,1967,11,0
Gujarat Region,1967,12,21.1
Gujarat Region,1968,1,0.1
Gujarat Region,1968,2,0.3
Gujarat Region,1968,3,1.2
Gujarat Region,1968,4,0
Gujarat Region,1968,5,0.1
Gujarat Region,1968,6,33.8
Gujarat Region,1968,7,279.1
Gujarat Region,1968,8,297.1
Gujarat Region,1968,9,45.8
Gujarat Region,1968,10,10.3
Gujarat Region,1968,11,0.1
Gujarat Region,1968,12,0
Gujarat Region,1969,1,0
Gujarat Region,1969,2,0.2
Gujarat Region,1969,3,0
Gujarat Region,1969,4,0
Gujarat Region,1969,5,0
Gujarat Region,1969,6,100.5
Gujarat Region,1969,7,331.3
Gujarat Region,1969,8,154.6
Gujarat Region,1969,9,191.9
Gujarat Region,1969,10,0
Gujarat Region,1969,11,7.2
Gujarat Region,1969,12,3.2
Gujarat Region,1970,1,0.2
Gujarat Region,1970,2,1
Gujarat Region,1970,3,0.1
Gujarat Region,1970,4,0.1
Gujarat Region,1970,5,5.3
Gujarat Region,1970,6,262.6
Gujarat Region,1970,7,261.2
Gujarat Region,1970,8,495.8
Gujarat Region,1970,9,321.8
Gujarat Region,1970,10,5.8
Gujarat Region,1970,11,0
Gujarat Region,1970,12,0
Gujarat Region,1971,1,0
Gujarat Region,1971,2,0.1
Gujarat Region,1971,3,0
Gujarat Region,1971,4,0.3
Gujarat Region,1971,5,5
Gujarat Region,1971,6,176.2
Gujarat Region,1971,7,253.6
Gujarat Region,1971,8,194.1
Gujarat Region,1971,9,134.9
Gujarat Region,1971,10,5
Gujarat Region,1971,11,0
Gujarat Region,1971,12,0
Gujarat Region,1972,1,0.1
Gujarat Region,1972,2,2
Gujarat Region,1972,3,0
Gujarat Region,1972,4,0
Gujarat Region,1972,5,1.8
Gujarat Region,1972,6,87.8
Gujarat Region,1972,7,208.4
Gujarat Region,1972,8,180.4
Gujarat Region,1972,9,23
Gujarat Region,1972,10,0.2
Gujarat Region,1972,11,0
Gujarat Region,1972,12,0
Gujarat Region,1973,1,0.2
Gujarat Region,1973,2,0.7
Gujarat Region,1973,3,0.1
Gujarat Region,1973,4,0
Gujarat Region,1973,5,1.3
Gujarat Region,1973,6,97.3
Gujarat Region,1973,7,301.4
Gujarat Region,1973,8,364.5
Gujarat Region,1973,9,387
Gujarat Region,1973,10,7.1
Gujarat Region,1973,11,0
Gujarat Region,1973,12,0.1
Gujarat Region,1974,1,0
Gujarat Region,1974,2,0
Gujarat Region,1974,3,0
Gujarat Region,1974,4,0.6
Gujarat Region,1974,5,51.3
Gujarat Region,1974,6,22.1
Gujarat Region,1974,7,135.5
Gujarat Region,1974,8,103
Gujarat Region,1974,9,68.7
Gujarat Region,1974,10,38.6
Gujarat Region,1974,11,0
Gujarat Region,1974,12,1.5
Gujarat Region,1975,1,0
Gujarat Region,1975,2,0
Gujarat Region,1975,3,0.7
Gujarat Region,1975,4,0
Gujarat Region,1975,5,0.1
Gujarat Region,1975,6,156
Gujarat Region,1975,7,219.5
Gujarat Region,1975,8,449.6
Gujarat Region,1975,9,318.5
Gujarat Region,1975,10,48.2
Gujarat Region,1975,11,0
Gujarat Region,1975,12,0
Gujarat Region,1976,1,3.2
Gujarat Region,1976,2,0
Gujarat Region,1976,3,0
Gujarat Region,1976,4,0
Gujarat Region,1976,5,0.2
Gujarat Region,1976,6,342.5
Gujarat Region,1976,7,584.4
Gujarat Region,1976,8,482.4
Gujarat Region,1976,9,149.5
Gujarat Region,1976,10,0.2
Gujarat Region,1976,11,57.7
Gujarat Region,1976,12,0
Gujarat Region,1977,1,3.9
Gujarat Region,1977,2,0.1
Gujarat Region,1977,3,0.2
Gujarat Region,1977,4,0.1
Gujarat Region,1977,5,15.4
Gujarat Region,1977,6,310.2
Gujarat Region,1977,7,565.2
Gujarat Region,1977,8,242.9
Gujarat Region,1977,9,160
Gujarat Region,1977,10,0.7
Gujarat Region,1977,11,8.9
Gujarat Region,1977,12,0
Gujarat Region,1978,1,0
Gujarat Region,1978,2,1.1
Gujarat Region,1978,3,0
Gujarat Region,1978,4,2
Gujarat Region,1978,5,0.3
Gujarat Region,1978,6,155.5
Gujarat Region,1978,7,280.7
Gujarat Region,1978,8,405.7
Gujarat Region,1978,9,52.3
Gujarat Region,1978,10,6.1
Gujarat Region,1978,11,26.2
Gujarat Region,1978,12,5.9
Gujarat Region,1979,1,1
Gujarat Region,1979,2,4.6
Gujarat Region,1979,3,0
Gujarat Region,1979,4,0
Gujarat Region,1979,5,0.3
Gujarat Region,1979,6,132.3
Gujarat Region,1979,7,174.2
Gujarat Region,1979,8,441.3
Gujarat Region,1979,9,46.3
Gujarat Region,1979,10,11.5
Gujarat Region,1979,11,92.8
Gujarat Region,1979,12,0.1
Gujarat Region,1980,1,0.1
Gujarat Region,1980,2,0
Gujarat Region,1980,3,0
Gujarat Region,1980,4,0
Gujarat Region,1980,5,0.1
Gujarat Region,1980,6,261.3
Gujarat Region,1980,7,268.7
Gujarat Region,1980,8,249.1
Gujarat Region,1980,9,24
Gujarat Region,1980,10,0.8
Gujarat Region,1980,11,0.4
Gujarat Region,1980,12,17.6
Gujarat Region,1981,1,1.3
Gujarat Region,1981,2,0
Gujarat Region,1981,3,0.7
Gujarat Region,1981,4,0.1
Gujarat Region,1981,5,0.3
Gujarat Region,1981,6,111.3
Gujarat Region,1981,7,414.3
Gujarat Region,1981,8,377
Gujarat Region,1981,9,137.9
Gujarat Region,1981,10,40.8
Gujarat Region,1981,11,30.5
Gujarat Region,1981,12,0
Gujarat Region,1982,1,0.4
Gujarat Region,1982,2,0.1
Gujarat Region,1982,3,0.1
Gujarat Region,1982,4,2.6
Gujarat Region,1982,5,45.8
Gujarat Region,1982,6,39.6
Gujarat Region,1982,7,274.4
Gujarat Region,1982,8,266.3
Gujarat Region,1982,9,25.8
Gujarat Region,1982,10,6.5
Gujarat Region,1982,11,96.6
Gujarat Region,1982,12,0
Gujarat Region,1983,1,0.1
Gujarat Region,1983,2,0
Gujarat Region,1983,3,0
Gujarat Region,1983,4,8
Gujarat Region,1983,5,1.3
Gujarat Region,1983,6,129.3
Gujarat Region,1983,7,408.8
Gujarat Region,1983,8,405.9
Gujarat Region,1983,9,180.8
Gujarat Region,1983,10,79.8
Gujarat Region,1983,11,0
Gujarat Region,1983,12,0
Gujarat Region,1984,1,0
Gujarat Region,1984,2,0
Gujarat Region,1984,3,0
Gujarat Region,1984,4,0
Gujarat Region,1984,5,0
Gujarat Region,1984,6,85.2
Gujarat Region,1984,7,250.5
Gujarat Region,1984,8,421.4
Gujarat Region,1984,9,89.2
Gujarat Region,1984,10,5.7
Gujarat Region,1984,11,1.7
Gujarat Region,1984,12,0
Gujarat Region,1985,1,0
Gujarat Region,1985,2,0
Gujarat Region,1985,3,0
Gujarat Region,1985,4,0.8
Gujarat Region,1985,5,2.1
Gujarat Region,1985,6,14.7
Gujarat Region,1985,7,247.2
Gujarat Region,1985,8,182.5
Gujarat Region,1985,9,18.1
Gujarat Region,1985,10,124
Gujarat Region,1985,11,0
Gujarat Region,1985,12,0.3
Gujarat Region,1986,1,0
Gujarat Region,1986,2,0
Gujarat Region,1986,3,0.1
Gujarat Region,1986,4,0
Gujarat Region,1986,5,2
Gujarat Region,1986,6,180.1
Gujarat Region,1986,7,161.8
Gujarat Region,1986,8,149.4
Gujarat Region,1986,9,5.9
Gujarat Region,1986,10,1.5
Gujarat Region,1986,11,1.1
Gujarat Region,1986,12,0
Gujarat Region,1987,1,0.4
Gujarat Region,1987,2,0.5
Gujarat Region,1987,3,0
Gujarat Region,1987,4,0
Gujarat Region,1987,5,0.3
Gujarat Region,1987,6,69.6
Gujarat Region,1987,7,119.4
Gujarat Region,1987,8,180.6
Gujarat Region,1987,9,5.7
Gujarat Region,1987,10,3.4
Gujarat Region,1987,11,11.2
Gujarat Region,1987,12,10.7
Gujarat Region,1988,1,0
Gujarat Region,1988,2,0
Gujarat Region,1988,3,0
Gujarat Region,1988,4,2.5
Gujarat Region,1988,5,0
Gujarat Region,1988,6,74.7
Gujarat Region,1988,7,573.1
Gujarat Region,1988,8,245.5
Gujarat Region,1988,9,190.4
Gujarat Region,1988,10,11.2
Gujarat Region,1988,11,0
Gujarat Region,1988,12,0
Gujarat Region,1989,1,1.3
Gujarat Region,1989,2,0
Gujarat Region,1989,3,0
Gujarat Region,1989,4,0
Gujarat Region,1989,5,0.1
Gujarat Region,1989,6,112.5
Gujarat Region,1989,7,351.2
Gujarat Region,1989,8,298.3
Gujarat Region,1989,9,58
Gujarat Region,1989,10,1.5
Gujarat Region,1989,11,0
Gujarat Region,1989,12,0
Gujarat Region,1990,1,0
Gujarat Region,1990,2,3.3
Gujarat Region,1990,3,0.2
Gujarat Region,1990,4,0
Gujarat Region,1990,5,32.9
Gujarat Region,1990,6,79
Gujarat Region,1990,7,221.6
Gujarat Region,1990,8,530.5
Gujarat Region,1990,9,226.2
Gujarat Region,1990,10,16
Gujarat Region,1990,11,4.8
Gujarat Region,1990,12,3.8
Gujarat Region,1991,1,0
Gujarat Region,1991,2,0
Gujarat Region,1991,3,0
Gujarat Region,1991,4,0
Gujarat Region,1991,5,0
Gujarat Region,1991,6,55.6
Gujarat Region,1991,7,440.8
Gujarat Region,1991,8,133.8
Gujarat Region,1991,9,41.8
Gujarat Region,1991,10,0
Gujarat Region,1991,11,0.7
Gujarat Region,1991,12,0
Gujarat Region,1992,1,0.8
Gujarat Region,1992,2,0
Gujarat Region,1992,3,0
Gujarat Region,1992,4,0
Gujarat Region,1992,5,0.9
Gujarat Region,1992,6,132.8
Gujarat Region,1992,7,256.3
Gujarat Region,1992,8,244.4
Gujarat Region,1992,9,244.1
Gujarat Region,1992,10,19.2
Gujarat Region,1992,11,2.5
Gujarat Region,1992,12,0
Gujarat Region,1993,1,0
Gujarat Region,1993,2,1.7
Gujarat Region,1993,3,0.1
Gujarat Region,1993,4,0
Gujarat Region,1993,5,0
Gujarat Region,1993,6,133.2
Gujarat Region,1993,7,557.4
Gujarat Region,1993,8,69.5
Gujarat Region,1993,9,147.8
Gujarat Region,1993,10,30.1
Gujarat Region,1993,11,1.5
Gujarat Region,1993,12,0
Gujarat Region,1994,1,7.2
Gujarat Region,1994,2,0
Gujarat Region,1994,3,0
Gujarat Region,1994,4,0.1
Gujarat Region,1994,5,0
Gujarat Region,1994,6,320.7
Gujarat Region,1994,7,490.6
Gujarat Region,1994,8,370.1
Gujarat Region,1994,9,343.7
Gujarat Region,1994,10,2
Gujarat Region,1994,11,0.1
Gujarat Region,1994,12,0
Gujarat Region,1995,1,2.2
Gujarat Region,1995,2,0
Gujarat Region,1995,3,0.2
Gujarat Region,1995,4,0
Gujarat Region,1995,5,0
Gujarat Region,1995,6,8.5
Gujarat Region,1995,7,451
Gujarat Region,1995,8,127.4
Gujarat Region,1995,9,71
Gujarat Region,1995,10,22.9
Gujarat Region,1995,11,0.3
Gujarat Region,1995,12,0.7
Gujarat Region,1996,1,1
Gujarat Region,1996,2,0
Gujarat Region,1996,3,0
Gujarat Region,1996,4,0
Gujarat Region,1996,5,0
Gujarat Region,1996,6,123.9
Gujarat Region,1996,7,374.6
Gujarat Region,1996,8,228.5
Gujarat Region,1996,9,151.3
Gujarat Region,1996,10,23.3
Gujarat Region,1996,11,0.1
Gujarat Region,1996,12,0
Gujarat Region,1997,1,0.7
Gujarat Region,1997,2,0
Gujarat Region,1997,3,0.2
Gujarat Region,1997,4,3.3
Gujarat Region,1997,5,3.6
Gujarat Region,1997,6,355.3
Gujarat Region,1997,7,241.9
Gujarat Region,1997,8,358
Gujarat Region,1997,9,96.1
Gujarat Region,1997,10,8.1
Gujarat Region,1997,11,0.9
Gujarat Region,1997,12,0.9
Gujarat Region,1998,1,0
Gujarat Region,1998,2,0.1
Gujarat Region,1998,3,0
Gujarat Region,1998,4,0
Gujarat Region,1998,5,0
Gujarat Region,1998,6,111.5
Gujarat Region,1998,7,312.2
Gujarat Region,1998,8,196.1
Gujarat Region,1998,9,346.9
Gujarat Region,1998,10,98.8
Gujarat Region,1998,11,4.4
Gujarat Region,1998,12,0
Gujarat Region,1999,1,0
Gujarat Region,1999,2,2
Gujarat Region,1999,3,0
Gujarat Region,1999,4,0
Gujarat Region,1999,5,7.4
Gujarat Region,1999,6,158
Gujarat Region,1999,7,219.4
Gujarat Region,1999,8,55.1
Gujarat Region,1999,9,57.2
Gujarat Region,1999,10,69.5
Gujarat Region,1999,11,0
Gujarat Region,1999,12,0
Gujarat Region,2000,1,0
Gujarat Region,2000,2,0.1
Gujarat Region,2000,3,0
Gujarat Region,2000,4,0
Gujarat Region,2000,5,36.1
Gujarat Region,2000,6,62.9
Gujarat Region,2000,7,301.1
Gujarat Region,2000,8,133
Gujarat Region,2000,9,13.5
Gujarat Region,2000,10,0.2
Gujarat Region,2000,11,0
Gujarat Region,2000,12,3.6
Gujarat Region,2001,1,6.1
Gujarat Region,2001,2,0
Gujarat Region,2001,3,0
Gujarat Region,2001,4,0.2
Gujarat Region,2001,5,2.1
Gujarat Region,2001,6,216.9
Gujarat Region,2001,7,320
Gujarat Region,2001,8,256.8
Gujarat Region,2001,9,17.8
Gujarat Region,2001,10,28.9
Gujarat Region,2001,11,0.2
Gujarat Region,2001,12,0
Gujarat Region,2002,1,4.1
Gujarat Region,2002,2,0
Gujarat Region,2002,3,0.1
Gujarat Region,2002,4,0
Gujarat Region,2002,5,0
Gujarat Region,2002,6,234.2
Gujarat Region,2002,7,45.8
Gujarat Region,2002,8,238.5
Gujarat Region,2002,9,113.7
Gujarat Region,2002,10,0.6
Gujarat Region,2002,11,0.1
Gujarat Region,2002,12,0.1
Gujarat Region,2003,1,0
Gujarat Region,2003,2,6.1
Gujarat Region,2003,3,0.1
Gujarat Region,2003,4,0
Gujarat Region,2003,5,0
Gujarat Region,2003,6,209.3
Gujarat Region,2003,7,518.7
Gujarat Region,2003,8,314.6
Gujarat Region,2003,9,109.5
Gujarat Region,2003,10,1.9
Gujarat Region,2003,11,0
Gujarat Region,2003,12,0
Gujarat Region,2004,1,0
Gujarat Region,2004,2,0
Gujarat Region,2004,3,0
Gujarat Region,2004,4,0
Gujarat Region,2004,5,4.4
Gujarat Region,2004,6,135.5
Gujarat Region,2004,7,238.2
Gujarat Region,2004,8,553.7
Gujarat Region,2004,9,51.8
Gujarat Region,2004,10,22.2
Gujarat Region,2004,11,0
Gujarat Region,2004,12,0
Gujarat Region,2005,1,0
Gujarat Region,2005,2,0
Gujarat Region,2005,3,0
Gujarat Region,2005,4,0
Gujarat Region,2005,5,0.3
Gujarat Region,2005,6,367.3
Gujarat Region,2005,7,378.7
Gujarat Region,2005,8,229.4
Gujarat Region,2005,9,339.2
Gujarat Region,2005,10,1.4
Gujarat Region,2005,11,0
Gujarat Region,2005,12,0
Gujarat Region,2006,1,0
Gujarat Region,2006,2,0
Gujarat Region,2006,3,0.8
Gujarat Region,2006,4,0
Gujarat Region,2006,5,0.2
Gujarat Region,2006,6,123.5
Gujarat Region,2006,7,576
Gujarat Region,2006,8,624.8
Gujarat Region,2006,9,140.6
Gujarat Region,2006,10,9.2
Gujarat Region,2006,11,2.9
Gujarat Region,2006,12,0
Gujarat Region,2007,1,0.1
Gujarat Region,2007,2,0.4
Gujarat Region,2007,3,0
Gujarat Region,2007,4,0
Gujarat Region,2007,5,0.3
Gujarat Region,2007,6,94
Gujarat Region,2007,7,567.8
Gujarat Region,2007,8,345.6
Gujarat Region,2007,9,169.4
Gujarat Region,2007,10,0
Gujarat Region,2007,11,1.4
Gujarat Region,2007,12,0
Gujarat Region,2008,1,0
Gujarat Region,2008,2,0
Gujarat Region,2008,3,0
Gujarat Region,2008,4,3.1
Gujarat Region,2008,5,0.1
Gujarat Region,2008,6,58.2
Gujarat Region,2008,7,261.9
Gujarat Region,2008,8,369.5
Gujarat Region,2008,9,204.3
Gujarat Region,2008,10,11.6
Gujarat Region,2008,11,0.1
Gujarat Region,2008,12,2.3
Gujarat Region,2009,1,0
Gujarat Region,2009,2,0
Gujarat Region,2009,3,0.3
Gujarat Region,2009,4,0
Gujarat Region,2009,5,0
Gujarat Region,2009,6,17
Gujarat Region,2009,7,390.3
Gujarat Region,2009,8,143.5
Gujarat Region,2009,9,54.9
Gujarat Region,2009,10,27.4
Gujarat Region,2009,11,8.1
Gujarat Region,2009,12,0
Gujarat Region,2010,1,0.2
Gujarat Region,2010,2,0
Gujarat Region,2010,3,0
Gujarat Region,2010,4,0
Gujarat Region,2010,5,0
Gujarat Region,2010,6,59.3
Gujarat Region,2010,7,328.2
Gujarat Region,2010,8,431
Gujarat Region,2010,9,216.6
Gujarat Region,2010,10,12.2
Gujarat Region,2010,11,41
Gujarat Region,2010,12,0.2
Gujarat Region,2011,1,0
Gujarat Region,2011,2,0.2
Gujarat Region,2011,3,0
Gujarat Region,2011,4,0
Gujarat Region,2011,5,0
Gujarat Region,2011,6,16.3
Gujarat Region,2011,7,259.2
Gujarat Region,2011,8,451.7
Gujarat Region,2011,9,162.5
Gujarat Region,2011,10,0.4
Gujarat Region,2011,11,0
Gujarat Region,2011,12,0
Gujarat Region,2012,1,0.1
Gujarat Region,2012,2,0
Gujarat Region,2012,3,0
Gujarat Region,2012,4,0
Gujarat Region,2012,5,0
Gujarat Region,2012,6,34.4
Gujarat Region,2012,7,178.2
Gujarat Region,2012,8,230.3
Gujarat Region,2012,9,263.8
Gujarat Region,2012,10,7.1
Gujarat Region,2012,11,0
Gujarat Region,2012,12,0
Gujarat Region,2013,1,0
Gujarat Region,2013,2,0.9
Gujarat Region,2013,3,0.1
Gujarat Region,2013,4,4.6
Gujarat Region,2013,5,0
Gujarat Region,2013,6,155.7
Gujarat Region,2013,7,405.4
Gujarat Region,2013,8,211.1
Gujarat Region,2013,9,287.3
Gujarat Region,2013,10,53.2
Gujarat Region,2013,11,0.1
Gujarat Region,2013,12,0
Gujarat Region,2014,1,5.7
Gujarat Region,2014,2,0.1
Gujarat Region,2014,3,0.2
Gujarat Region,2014,4,1
Gujarat Region,2014,5,1.3
Gujarat Region,2014,6,11.6
Gujarat Region,2014,7,307.5
Gujarat Region,2014,8,138.6
Gujarat Region,2014,9,235.1
Gujarat Region,2014,10,3.3
Gujarat Region,2014,11,1.3
Gujarat Region,2014,12,0
Gujarat Region,2015,1,1.8
Gujarat Region,2015,2,0
Gujarat Region,2015,3,6.1
Gujarat Region,2015,4,5.5
Gujarat Region,2015,5,0.9
Gujarat Region,2015,6,120.7
Gujarat Region,2015,7,354.7
Gujarat Region,2015,8,37.4
Gujarat Region,2015,9,93.4
Gujarat Region,2015,10,2.2
Gujarat Region,2015,11,0.3
Gujarat Region,2015,12,0
Gujarat Region,2016,1,0
Gujarat Region,2016,2,0
Gujarat Region,2016,3,0.6
Gujarat Region,2016,4,0
Gujarat Region,2016,5,0.4
Gujarat Region,2016,6,31.8
Gujarat Region,2016,7,255.8
Gujarat Region,2016,8,303.9
Gujarat Region,2016,9,105.3
Gujarat Region,2016,10,66.9
Gujarat Region,2016,11,0
Gujarat Region,2016,12,0
Gujarat Region,2017,1,0
Gujarat Region,2017,2,0
Gujarat Region,2017,3,0
Gujarat Region,2017,4,0
Gujarat Region,2017,5,0.2
Gujarat Region,2017,6,137.7
Gujarat Region,2017,7,613.1
Gujarat Region,2017,8,179.7
Gujarat Region,2017,9,67.2
Gujarat Region,2017,10,15.5
Gujarat Region,2017,11,0
Gujarat Region,2017,12,11
Saurashtra & Kutch,1901,1,1.9
Saurashtra & Kutch,1901,2,0
Saurashtra & Kutch,1901,3,0.1
Saurashtra & Kutch,1901,4,0.2
Saurashtra & Kutch,1901,5,3.2
Saurashtra & Kutch,1901,6,9.1
Saurashtra & Kutch,1901,7,87.8
Saurashtra & Kutch,1901,8,62.5
Saurashtra & Kutch,1901,9,12
Saurashtra & Kutch,1901,10,3.8
Saurashtra & Kutch,1901,11,0
Saurashtra & Kutch,1901,12,0.7
Saurashtra & Kutch,1902,1,0.1
Saurashtra & Kutch,1902,2,0
Saurashtra & Kutch,1902,3,0
Saurashtra & Kutch,1902,4,0.5
Saurashtra & Kutch,1902,5,1.1
Saurashtra & Kutch,1902,6,14.4
Saurashtra & Kutch,1902,7,92.9
Saurashtra & Kutch,1902,8,160
Saurashtra & Kutch,1902,9,123.9
Saurashtra & Kutch,1902,10,1.5
Saurashtra & Kutch,1902,11,0.1
Saurashtra & Kutch,1902,12,6.5
Saurashtra & Kutch,1903,1,0.5
Saurashtra & Kutch,1903,2,0
Saurashtra & Kutch,1903,3,1.7
Saurashtra & Kutch,1903,4,0
Saurashtra & Kutch,1903,5,3.1
Saurashtra & Kutch,1903,6,10.5
Saurashtra & Kutch,1903,7,337.9
Saurashtra & Kutch,1903,8,96.1
Saurashtra & Kutch,1903,9,61.9
Saurashtra & Kutch,1903,10,11.1
Saurashtra & Kutch,1903,11,0
Saurashtra & Kutch,1903,12,0
Saurashtra & Kutch,1904,1,1.4
Saurashtra & Kutch,1904,2,5.8
Saurashtra & Kutch,1904,3,17.5
Saurashtra & Kutch,1904,4,0
Saurashtra & Kutch,1904,5,0
Saurashtra & Kutch,1904,6,9.5
Saurashtra & Kutch,1904,7,111.2
Saurashtra & Kutch,1904,8,9.4
Saurashtra & Kutch,1904,9,28.9
Saurashtra & Kutch,1904,10,0.3
Saurashtra & Kutch,1904,11,1.7
Saurashtra & Kutch,1904,12,0
Saurashtra & Kutch,1905,1,1.5
Saurashtra & Kutch,1905,2,1
Saurashtra & Kutch,1905,3,0.6
Saurashtra & Kutch,1905,4,0.4
Saurashtra & Kutch,1905,5,0
Saurashtra & Kutch,1905,6,6.4
Saurashtra & Kutch,1905,7,254.5
Saurashtra & Kutch,1905,8,12.3
Saurashtra & Kutch,1905,9,12.8
Saurashtra & Kutch,1905,10,0.4
Saurashtra & Kutch,1905,11,0
Saurashtra & Kutch,1905,12,0
Saurashtra & Kutch,1906,1,0.9
Saurashtra & Kutch,1906,2,28.2
Saurashtra & Kutch,1906,3,0
Saurashtra & Kutch,1906,4,0
Saurashtra & Kutch,1906,5,0
Saurashtra & Kutch,1906,6,126
Saurashtra & Kutch,1906,7,161
Saurashtra & Kutch,1906,8,152.2
Saurashtra & Kutch,1906,9,56.6
Saurashtra & Kutch,1906,10,14.9
Saurashtra & Kutch,1906,11,0
Saurashtra & Kutch,1906,12,0.6
Saurashtra & Kutch,1907,1,0
Saurashtra & Kutch,1907,2,19.7
Saurashtra & Kutch,1907,3,0
Saurashtra & Kutch,1907,4,2.3
Saurashtra & Kutch,1907,5,0.4
Saurashtra & Kutch,1907,6,69
Saurashtra & Kutch,1907,7,201.1
Saurashtra & Kutch,1907,8,213.7
Saurashtra & Kutch,1907,9,3.3
Saurashtra & Kutch,1907,10,0
Saurashtra & Kutch,1907,11,0
Saurashtra & Kutch,1907,12,0
Saurashtra & Kutch,1908,1,3.6
Saurashtra & Kutch,1908,2,0
Saurashtra & Kutch,1908,3,0
Saurashtra & Kutch,1908,4,0
Saurashtra & Kutch,1908,5,0
Saurashtra & Kutch,1908,6,30.2
Saurashtra & Kutch,1908,7,284.8
Saurashtra & Kutch,1908,8,198.8
Saurashtra & Kutch,1908,9,10.4
Saurashtra & Kutch,1908,10,0.1
Saurashtra & Kutch,1908,11,0
Saurashtra & Kutch,1908,12,0
Saurashtra & Kutch,1909,1,0.2
Saurashtra & Kutch,1909,2,3.5
Saurashtra & Kutch,1909,3,0
Saurashtra & Kutch,1909,4,3.6
Saurashtra & Kutch,1909,5,1
Saurashtra & Kutch,1909,6,99.6
Saurashtra & Kutch,1909,7,247.5
Saurashtra & Kutch,1909,8,64.8
Saurashtra & Kutch,1909,9,157.2
Saurashtra & Kutch,1909,10,2.3
Saurashtra & Kutch,1909,11,0
Saurashtra & Kutch,1909,12,6.7
Saurashtra & Kutch,1910,1,0.3
Saurashtra & Kutch,1910,2,0
Saurashtra & Kutch,1910,3,0
Saurashtra & Kutch,1910,4,0.4
Saurashtra & Kutch,1910,5,0.5
