"Year","Season","Rice-Area","Rice-Production","Rice-Yield","Wheat-Area","Wheat-Production","Wheat-Yield","Maize-Area","Maize-Production","Maize-Yield","Barley-Area","Barley-Production","Barley-Yield","Jowar-Area","Jowar-Production","Jowar-Yield","Bajra-Area","Bajra-Production","Bajra-Yield","Ragi-Area","Ragi-Production","Ragi-Yield","Small Millets-Area","Small Millets-Production","Small Millets-Yield","Shree Anna /Nutri Cereals-Area","Shree Anna /Nutri Cereals-Production","Shree Anna /Nutri Cereals-Yield","Nutri/Coarse Cereals-Area","Nutri/Coarse Cereals-Production","Nutri/Coarse Cereals-Yield","Cereals-Area","Cereals-Production","Cereals-Yield","Tur-Area","Tur-Production","Tur-Yield","Gram-Area","Gram-Production","Gram-Yield","Urad-Area","Urad-Production","Urad-Yield","Moong-Area","Moong-Production","Moong-Yield","Lentil-Area","Lentil-Production","Lentil-Yield","Other Pulses-Area","Other Pulses-Production","Other Pulses-Yield","Total Pulses-Area","Total Pulses-Production","Total Pulses-Yield","Total Food Grains-Area","Total Food Grains-Production","Total Food Grains-Yield","Groundnut-Area","Groundnut-Production","Groundnut-Yield","Castorseed-Area","Castorseed-Production","Castorseed-Yield","Sesamum-Area","Sesamum-Production","Sesamum-Yield","Nigerseed-Area","Nigerseed-Production","Nigerseed-Yield","Soybean-Area","Soybean-Production","Soybean-Yield","Sunflower-Area","Sunflower-Production","Sunflower-Yield","Rapeseed & Mustard-Area","Rapeseed & Mustard-Production","Rapeseed & Mustard-Yield","Linseed-Area","Linseed-Production","Linseed-Yield","Safflower-Area","Safflower-Production","Safflower-Yield","Total Oil Seeds-Area","Total Oil Seeds-Production","Total Oil Seeds-Yield","Sugarcane-Area","Sugarcane-Production","Sugarcane-Yield","Cotton-Area","Cotton-Production","Cotton-Yield","Jute-Area","Jute-Production","Jute-Yield","Mesta-Area","Mesta-Production","Mesta-Yield","Jute & Mesta-Area","Jute & Mesta-Production","Jute & Mesta-Yield"
"2015-16","Rabi","38.43","129.95","3382.00","304.18","922.88","3034.00","16.26","65.14","4006.00","5.89","14.38","2439.00","39.39","24.22","615.00","","","","","","","","","","39.39","24.22","615.00","61.55","103.74","1685.00","404.15","1156.56","2862.00","","","","83.99","70.58","840.00","9.00","6.96","773.00","10.71","5.93","554.00","12.76","9.76","765.00","19.51","14.71","754.00","135.98","107.93","794.00","540.13","1264.50","2341.00","7.59","13.66","1801.00","","","","","","","","","","","","","3.29","2.30","698.00","57.46","67.97","1183.00","2.63","1.25","477.00","1.27","0.53","416.00","72.24","85.71","1186.00","","","","","","","","","","","","","","",""
"2015-16","Total","434.99","1044.08","2400.00","304.18","922.88","3034.00","88.06","225.67","2563.00","5.89","14.38","2439.00","60.77","42.38","697.00","71.29","80.67","1132.00","11.38","18.22","1601.00","6.50","3.91","602.00","149.94","145.17","968.00","243.89","385.22","1579.00","983.06","2352.18","2393.00","39.63","25.61","646.00","83.99","70.58","840.00","36.24","19.45","537.00","38.28","15.93","416.00","12.76","9.76","765.00","38.22","21.91","573.00","249.11","163.23","655.00","1232.18","2515.42","2041.00","45.96","67.33","1465.00","10.61","17.52","1652.00","19.51","8.50","436.00","2.52","0.74","295.00","116.05","85.70","738.00","4.87","2.96","609.00","57.46","67.97","1183.00","2.63","1.25","477.00","1.27","0.53","416.00","260.87","252.51","968.00","49.27","3484.48","70720.00","122.92","300.05","415.00","7.28","99.40","2457.00","0.54","5.83","1945.00","7.82","105.24","2421.00"
"2014-15","Kharif","398.29","913.92","2295.00","","","","75.63","170.14","2249.00","","","","22.69","23.00","1014.00","73.18","91.84","1255.00","12.08","20.61","1706.00","5.90","3.86","654.00","113.84","139.31","1224.00","189.48","309.45","1633.00","587.77","1223.36","2081.00","38.54","28.07","729.00","","","","24.86","12.82","516.00","20.25","8.67","428.00","","","","16.35","7.76","475.00","100.00","57.33","573.00","687.76","1280.69","1862.00","40.13","59.30","1478.00","10.89","18.70","1717.00","17.46","8.28","474.00","2.32","0.76","328.00","109.11","103.74","951.00","2.17","1.43","660.00","","","","","","","","","","182.09","192.21","1056.00","50.67","3623.33","71511.00","128.19","348.05","462.00","7.50","106.18","2549.00","0.60","5.08","1525.00","8.10","111.26","2473.00"
"2014-15","Rabi","42.82","140.91","3291.00","314.66","865.27","2750.00","16.22","71.59","4414.00","7.07","16.13","2280.00","38.94","31.45","808.00","","","","","","","","","","38.94","31.45","808.00","62.23","119.17","1915.00","419.70","1125.34","2681.00","","","","82.51","73.32","889.00","7.61","6.79","892.00","9.94","6.36","640.00","14.69","10.35","705.00","20.79","17.39","836.00","135.55","114.22","843.00","555.25","1239.56","2232.00","7.55","14.71","1948.00","","","","","","","","","","","","","3.75","2.91","777.00","57.99","62.82","1083.00","2.85","1.55","541.00","1.75","0.90","515.00","73.90","82.90","1122.00","","","","","","","","","","","","","","",""
"2014-15","Total","441.11","1054.82","2391.00","314.66","865.27","2750.00","91.85","241.73","2632.00","7.07","16.13","2280.00","61.62","54.45","884.00","73.18","91.84","1255.00","12.08","20.61","1706.00","5.90","3.86","654.00","152.78","170.76","1118.00","251.71","428.62","1703.00","1007.47","2348.71","2331.00","38.54","28.07","729.00","82.51","73.32","889.00","32.48","19.61","604.00","30.19","15.03","498.00","14.69","10.35","705.00","37.14","25.15","677.00","235.55","171.54","728.00","1243.02","2520.25","2028.00","47.69","74.02","1552.00","10.89","18.70","1717.00","17.46","8.28","474.00","2.32","0.76","328.00","109.11","103.74","951.00","5.92","4.34","734.00","57.99","62.82","1083.00","2.85","1.55","541.00","1.75","0.90","515.00","255.98","275.11","1075.00","50.67","3623.33","71511.00","128.19","348.05","462.00","7.50","106.18","2549.00","0.60","5.08","1525.00","8.10","111.26","2473.00"
"2013-14","Kharif","394.49","914.97","2319.00","","","","73.10","171.45","2346.00","","","","22.78","23.93","1050.00","78.11","92.50","1184.00","11.94","19.83","1661.00","6.82","4.30","630.00","119.64","140.55","1175.00","192.74","312.01","1619.00","587.23","1226.97","2089.00","39.04","31.74","813.00","","","","23.48","11.51","490.00","23.38","9.58","410.00","","","","17.45","7.15","410.00","103.35","59.97","580.00","690.58","1286.95","1864.00","46.45","80.58","1735.00","10.63","17.27","1624.00","16.79","7.15","426.00","2.99","0.98","328.00","117.16","118.61","1012.00","2.56","1.71","668.00","","","","","","","","","","196.59","226.29","1151.00","49.93","3521.42","70522.00","119.60","359.02","510.00","7.56","110.83","2639.00","0.82","6.07","1338.00","8.38","116.90","2512.00"
"2013-14","Rabi","46.87","151.49","3232.00","304.73","958.50","3145.00","17.57","71.14","4050.00","6.74","18.31","2718.00","35.16","31.49","896.00","","","","","","","","","","35.16","31.49","896.00","59.46","120.94","2034.00","411.06","1230.93","2995.00","","","","99.27","95.26","960.00","7.16","5.50","768.00","10.45","6.48","620.00","13.41","10.17","759.00","18.55","15.18","818.00","148.85","132.60","891.00","559.91","1363.53","2435.00","8.60","16.56","1926.00","","","","","","","","","","","","","4.18","3.38","808.00","66.46","78.77","1185.00","2.93","1.42","484.00","1.78","1.13","638.00","83.95","101.26","1206.00","","","","","","","","","","","","","","",""
"2013-14","Total","441.36","1066.46","2416.00","304.73","958.50","3145.00","90.66","242.60","2676.00","6.74","18.31","2718.00","57.93","55.42","957.00","78.11","92.50","1184.00","11.94","19.83","1661.00","6.82","4.30","630.00","154.80","172.05","1111.00","252.20","432.95","1717.00","998.29","2457.90","2462.00","39.04","31.74","813.00","99.27","95.26","960.00","30.64","17.00","555.00","33.83","16.06","475.00","13.41","10.17","759.00","36.00","22.33","620.00","252.20","192.57","764.00","1250.49","2650.48","2120.00","55.05","97.14","1764.00","10.63","17.27","1624.00","16.79","7.15","426.00","2.99","0.98","328.00","117.16","118.61","1012.00","6.75","5.09","755.00","66.46","78.77","1185.00","2.93","1.42","484.00","1.78","1.13","638.00","280.53","327.54","1168.00","49.93","3521.42","70522.00","119.60","359.02","510.00","7.56","110.83","2639.00","0.82","6.07","1338.00","8.38","116.90","2512.00"
"2012-13","Kharif","389.14","923.59","2373.00","","","","72.14","162.04","2246.00","","","","24.26","28.40","1171.00","72.97","87.42","1198.00","11.31","15.74","1392.00","7.54","4.36","578.00","116.09","135.92","1171.00","188.23","297.97","1583.00","577.37","1221.55","2116.00","38.93","30.23","776.00","","","","24.63","15.02","610.00","19.75","7.86","398.00","","","","16.24","6.05","373.00","99.54","59.16","594.00","676.91","1280.71","1892.00","39.31","31.88","811.00","12.34","19.63","1592.00","17.06","6.85","402.00","3.10","1.01","325.00","108.41","146.66","1353.00","3.01","1.87","622.00","","","","","","","","","","183.23","207.91","1135.00","49.99","3412.00","68254.00","119.77","342.20","486.00","7.77","103.40","2396.00","0.86","5.90","1237.00","8.63","109.30","2281.00"
"2012-13","Rabi","38.40","128.73","3353.00","300.03","935.06","3117.00","14.58","60.54","4152.00","6.95","17.52","2521.00","37.88","24.41","644.00","","","","","","","","","","37.88","24.41","644.00","59.41","102.47","1725.00","397.85","1166.27","2931.00","","","","85.22","88.32","1036.00","6.90","4.69","679.00","7.44","4.01","539.00","14.23","11.34","797.00","19.24","15.91","827.00","133.03","124.27","934.00","530.87","1290.54","2431.00","7.90","15.07","1908.00","","","","","","","","","","","","","5.29","3.57","674.00","63.63","80.29","1262.00","2.96","1.49","502.00","1.84","1.09","591.00","81.62","101.50","1244.00","","","","","","","","","","","","","","",""
"2012-13","Total","427.54","1052.32","2461.00","300.03","935.06","3117.00","86.73","222.58","2566.00","6.95","17.52","2521.00","62.14","52.81","850.00","72.97","87.42","1198.00","11.31","15.74","1392.00","7.54","4.36","578.00","153.97","160.34","1041.00","247.65","400.44","1617.00","975.22","2387.82","2448.00","38.93","30.23","776.00","85.22","88.32","1036.00","31.53","19.71","625.00","27.19","11.86","436.00","14.23","11.34","797.00","35.47","21.96","619.00","232.57","183.42","789.00","1207.79","2571.25","2129.00","47.21","46.95","995.00","12.34","19.63","1592.00","17.06","6.85","402.00","3.10","1.01","325.00","108.41","146.66","1353.00","8.31","5.44","655.00","63.63","80.29","1262.00","2.96","1.49","502.00","1.84","1.09","591.00","264.84","309.41","1168.00","49.99","3412.00","68254.00","119.77","342.20","486.00","7.77","103.40","2396.00","0.86","5.90","1237.00","8.63","109.30","2281.00"
"2011-12","Kharif","401.23","927.38","2311.00","","","","73.81","164.86","2234.00","","","","26.20","32.93","1257.00","83.91","94.99","1132.00","11.76","19.29","1641.00","7.99","4.52","565.00","129.86","151.73","1168.00","203.67","316.59","1554.00","604.90","1243.97","2056.00","40.07","26.54","662.00","","","","23.75","12.52","527.00","25.16","12.15","483.00","","","","22.92","9.36","408.00","111.90","60.58","541.00","716.80","1304.55","1820.00","43.16","51.27","1188.00","14.71","22.95","1560.00","19.02","8.10","426.00","3.64","0.98","269.00","101.09","122.14","1208.00","2.60","1.47","566.00","","","","","","","","","","184.22","206.91","1123.00","50.38","3610.36","71668.00","121.78","352.00","491.00","8.09","107.36","2389.00","0.96","6.63","1248.00","9.05","113.99","2268.00"
"2011-12","Rabi","38.83","125.63","3235.00","298.65","948.82","3177.00","14.01","52.73","3765.00","6.43","16.19","2516.00","36.25","26.86","741.00","3.85","7.77","2017.00","0.00","0.00","0.00","","","","40.10","34.63","864.00","60.55","103.55","1710.00","398.03","1178.00","2960.00","","","","82.99","77.02","928.00","8.59","5.33","621.00","7.67","3.93","512.00","15.62","10.58","678.00","17.86","13.45","753.00","132.72","110.31","831.00","530.74","1288.31","2427.00","9.48","18.37","1938.00","","","","","","","","","","","","","4.72","3.69","783.00","58.94","66.04","1121.00","3.23","1.52","473.00","2.50","1.45","580.00","78.86","91.08","1155.00","","","","","","","","","","","","","","",""
"2011-12","Total","440.06","1053.01","2393.00","298.65","948.82","3177.00","87.82","217.59","2478.00","6.43","16.19","2516.00","62.45","59.79","957.00","87.77","102.76","1171.00","11.76","19.29","1641.00","7.99","4.52","565.00","169.96","186.36","1096.00","264.22","420.14","1590.00","1002.93","2421.97","2415.00","40.07","26.54","662.00","82.99","77.02","928.00","32.34","17.85","552.00","32.82","16.08","490.00","15.62","10.58","678.00","40.78","22.81","559.00","244.62","170.89","699.00","1247.55","2592.86","2078.00","52.64","69.64","1323.00","14.71","22.95","1560.00","19.02","8.10","426.00","3.64","0.98","269.00","101.09","122.14","1208.00","7.32","5.17","706.00","58.94","66.04","1121.00","3.23","1.52","473.00","2.50","1.45","580.00","263.08","297.99","1133.00","50.38","3610.36","71668.00","121.78","352.00","491.00","8.09","107.36","2389.00","0.96","6.63","1248.00","9.05","113.99","2268.00"
"2010-11","Kharif","380.18","806.07","2120.00","","","","72.82","166.37","2285.00","","","","30.72","34.39","1119.00","92.28","96.84","1049.00","12.31","21.02","1708.00","8.00","4.42","553.00","143.31","156.67","1093.00","216.13","323.05","1495.00","596.31","1129.12","1893.00","43.67","28.61","655.00","","","","25.24","14.15","561.00","27.42","14.96","546.00","","","","26.87","13.47","501.00","123.20","71.20","578.00","719.51","1200.32","1668.00","49.77","66.44","1335.00","8.80","13.50","1534.00","20.83","8.93","429.00","3.71","1.08","290.00","96.01","127.34","1326.00","3.15","1.92","608.00","","","","","","","","","","182.28","219.20","1203.00","48.85","3423.82","70091.00","112.35","330.00","499.00","7.74","100.09","2329.00","0.99","6.11","1115.00","8.72","106.20","2192.00"
"2010-11","Rabi","48.45","153.63","3171.00","290.69","868.74","2989.00","12.71","50.88","4003.00","7.05","16.63","2357.00","43.10","35.64","827.00","3.84","6.86","1786.00","0.55","0.91","1650.00","","","","47.49","43.41","914.00","67.25","110.92","1649.00","406.38","1133.29","2789.00","","","","91.86","82.21","895.00","7.43","3.63","489.00","7.53","3.27","434.00","15.97","9.43","591.00","18.04","12.66","702.00","140.82","111.21","790.00","547.20","1244.50","2274.00","8.79","16.22","1846.00","","","","","","","","","","","","","6.14","4.59","748.00","69.00","81.79","1185.00","3.59","1.47","408.00","2.44","1.50","617.00","89.96","105.57","1174.00","","","","","","","","","","","","","","",""
"2010-11","Total","428.62","959.70","2239.00","290.69","868.74","2989.00","85.53","217.26","2540.00","7.05","16.63","2357.00","73.82","70.03","949.00","96.12","103.70","1079.00","12.86","21.93","1705.00","8.00","4.42","553.00","190.80","200.08","1049.00","283.39","433.97","1531.00","1002.70","2262.41","2256.00","43.67","28.61","655.00","91.86","82.21","895.00","32.67","17.79","545.00","34.95","18.23","522.00","15.97","9.43","591.00","44.90","26.13","582.00","264.02","182.41","691.00","1266.71","2444.82","1930.00","58.56","82.66","1411.00","8.80","13.50","1534.00","20.83","8.93","429.00","3.71","1.08","290.00","96.01","127.34","1326.00","9.29","6.51","701.00","69.00","81.79","1185.00","3.59","1.47","408.00","2.44","1.50","617.00","272.24","324.77","1193.00","48.85","3423.82","70091.00","112.35","330.00","499.00","7.74","100.09","2329.00","0.99","6.11","1115.00","8.72","106.20","2192.00"
"2009-10","Kharif","376.02","759.07","2019.00","","","","70.63","122.93","1740.00","","","","32.39","27.63","853.00","87.17","60.99","700.00","12.32","18.30","1486.00","8.31","3.82","460.00","140.18","110.75","790.00","210.82","233.68","1108.00","586.84","992.75","1692.00","34.66","24.65","711.00","","","","22.49","8.26","367.00","23.52","4.04","172.00","","","","24.96","4.99","200.00","105.63","41.94","397.00","692.47","1034.69","1494.00","46.16","38.52","835.00","7.35","10.09","1373.00","19.42","5.88","303.00","3.68","0.96","261.00","97.35","99.64","1024.00","5.68","2.14","378.00","","","","","","","","","","179.63","157.25","875.00","41.75","2923.02","70020.00","101.32","240.22","403.00","8.11","112.30","2492.00","0.94","5.87","1121.00","9.05","118.17","2349.00"
"2009-10","Rabi","43.16","131.76","3053.00","284.57","808.04","2839.00","11.98","44.26","3694.00","6.24","13.55","2172.00","45.48","39.35","865.00","1.87","4.07","2176.00","0.36","0.58","1607.00","","","","47.71","44.00","922.00","65.94","101.81","1544.00","393.67","1041.61","2646.00","","","","81.69","74.76","915.00","7.27","4.27","587.00","6.19","2.61","422.00","14.79","10.31","697.00","17.05","12.63","740.00","127.00","104.58","823.00","520.67","1146.19","2201.00","8.62","15.76","1830.00","","","","","","","0.08","0.04","512.00","","","","9.09","6.36","700.00","55.88","66.08","1183.00","3.42","1.54","449.00","2.88","1.79","621.00","79.96","91.57","1145.00","","","","","","","","","","","","","","",""
"2009-10","Total","419.18","890.83","2125.00","284.57","808.04","2839.00","82.62","167.19","2024.00","6.24","13.55","2172.00","77.87","66.98","860.00","89.04","65.06","731.00","12.68","18.88","1489.00","8.31","3.82","460.00","187.90","154.75","824.00","276.75","335.49","1212.00","980.51","2034.36","2075.00","34.66","24.65","711.00","81.69","74.76","915.00","29.77","12.53","421.00","29.71","6.65","224.00","14.79","10.31","697.00","42.01","17.62","419.00","232.63","146.52","630.00","1213.14","2180.88","1798.00","54.78","54.28","991.00","7.35","10.09","1373.00","19.42","5.88","303.00","3.75","1.00","266.00","97.35","99.64","1024.00","14.77","8.51","576.00","55.88","66.08","1183.00","3.42","1.54","449.00","2.88","1.79","621.00","259.59","248.82","958.00","41.75","2923.02","70020.00","101.32","240.22","403.00","8.11","112.30","2492.00","0.94","5.87","1121.00","9.05","118.17","2349.00"
"2008-09","Kharif","408.10","849.51","2082.00","","","","68.95","141.21","2048.00","","","","28.93","30.52","1055.00","85.68","84.50","986.00","13.38","19.73","1474.00","9.05","4.45","491.00","137.03","139.20","1016.00","205.98","280.40","1361.00","614.08","1129.91","1840.00","33.78","22.66","671.00","","","","20.17","8.44","419.00","21.53","7.50","348.00","","","","22.62","8.27","366.00","98.09","46.86","478.00","712.17","1176.78","1652.00","52.86","56.17","1063.00","8.60","11.67","1358.00","18.09","6.41","354.00","3.81","1.12","295.00","95.11","99.05","1041.00","6.62","3.57","540.00","","","","","","","","","","185.08","178.00","962.00","44.15","2850.29","64553.00","94.07","222.76","403.00","7.86","96.34","2207.00","1.15","7.31","1141.00","9.01","103.65","2071.00"
"2008-09","Rabi","47.27","142.31","3010.00","277.52","806.79","2907.00","12.79","56.11","4387.00","7.06","16.89","2394.00","46.38","41.94","904.00","1.85","4.37","2362.00","0.43","0.67","1552.00","","","","48.67","46.98","965.00","68.52","119.98","1751.00","393.31","1069.08","2718.00","","","","78.93","70.60","895.00","6.53","3.31","506.00","6.07","2.61","431.00","13.76","9.53","693.00","17.57","12.75","726.00","122.85","98.80","804.00","516.16","1167.89","2263.00","8.79","15.51","1764.00","0.06","0.04","608.00","","","","0.13","0.05","381.00","","","","11.51","8.01","696.00","62.98","72.01","1143.00","4.08","1.69","415.00","2.95","1.89","642.00","90.50","99.20","1096.00","","","","","","","","","","","","","","",""
"2008-09","Total","455.37","991.83","2178.00","277.52","806.79","2907.00","81.74","197.31","2414.00","7.06","16.89","2394.00","75.31","72.46","962.00","87.53","88.87","1015.00","13.81","20.40","1477.00","9.05","4.45","491.00","185.70","186.17","1003.00","274.50","400.38","1459.00","1007.39","2199.00","2183.00","33.78","22.66","671.00","78.93","70.60","895.00","26.70","11.75","440.00","27.60","10.11","366.00","13.76","9.53","693.00","40.19","21.02","523.00","220.94","145.66","659.00","1228.34","2344.66","1909.00","61.65","71.68","1163.00","8.66","11.71","1352.00","18.09","6.41","354.00","3.93","1.17","297.00","95.11","99.05","1041.00","18.13","11.58","639.00","62.98","72.01","1143.00","4.08","1.69","415.00","2.95","1.89","642.00","275.58","277.19","1006.00","44.15","2850.29","64553.00","94.07","222.76","403.00","7.86","96.34","2207.00","1.15","7.31","1141.00","9.01","103.65","2071.00"
"2007-08","Kharif","394.72","827.03","2095.00","","","","71.19","151.07","2122.00","","","","35.00","41.15","1176.00","93.62","95.02","1015.00","13.41","20.76","1548.00","10.39","5.51","530.00","152.42","162.44","1066.00","223.60","313.50","1402.00","618.33","1140.53","1845.00","37.26","30.76","826.00","","","","23.57","11.20","475.00","29.63","12.23","413.00","","","","24.44","9.84","403.00","114.90","64.03","557.00","733.22","1204.56","1643.00","53.12","73.62","1386.00","7.80","10.50","1345.00","17.99","7.57","421.00","3.93","1.04","265.00","88.82","109.68","1235.00","7.62","4.63","607.00","","","","","","","","","","179.29","207.04","1155.00","50.55","3481.88","68877.00","94.14","258.84","467.00","8.14","102.20","2260.00","1.46","9.90","1219.00","9.60","112.11","2101.00"
"2007-08","Rabi","44.42","139.90","3149.00","280.39","785.70","2802.00","9.99","38.49","3854.00","6.03","11.96","1985.00","42.64","38.11","894.00","2.09","4.68","2239.00","0.47","0.76","1643.00","","","","45.20","43.55","964.00","61.21","94.00","1536.00","386.02","1019.60","2641.00","","","","75.44","57.49","762.00","8.32","3.37","405.00","6.78","2.77","408.00","13.06","8.12","622.00","17.84","11.85","664.00","121.44","83.58","688.00","507.45","1103.19","2174.00","9.80","18.20","1857.00","0.07","0.04","600.00","","","","0.14","0.05","378.00","","","","11.50","10.00","870.00","58.26","58.34","1001.00","4.68","1.63","349.00","3.20","2.25","701.00","87.64","90.51","1033.00","","","","","","","","","","","","","","",""
"2007-08","Total","439.14","966.93","2202.00","280.39","785.70","2802.00","81.17","189.55","2335.00","6.03","11.96","1985.00","77.64","79.26","1021.00","95.71","99.70","1042.00","13.87","21.52","1552.00","10.39","5.51","530.00","197.62","205.99","1042.00","284.82","407.50","1431.00","1004.35","2160.14","2151.00","37.26","30.76","826.00","75.44","57.49","762.00","31.88","14.57","457.00","36.41","15.00","412.00","13.06","8.12","622.00","42.29","21.69","513.00","236.33","147.62","625.00","1240.68","2307.75","1860.00","62.92","91.83","1459.00","7.87","10.54","1339.00","17.99","7.57","421.00","4.08","1.10","269.00","88.82","109.68","1235.00","19.12","14.63","765.00","58.26","58.34","1001.00","4.68","1.63","349.00","3.20","2.25","701.00","266.93","297.56","1115.00","50.55","3481.88","68877.00","94.14","258.84","467.00","8.14","102.20","2260.00","1.46","9.90","1219.00","9.60","112.11","2101.00"
"2006-07","Kharif","396.01","801.71","2024.00","","","","69.60","115.56","1660.00","","","","37.38","37.07","992.00","93.45","81.36","871.00","11.12","13.51","1215.00","10.10","4.80","475.00","152.05","136.74","899.00","221.66","252.30","1138.00","617.67","1054.01","1706.00","35.62","23.14","650.00","","","","22.85","9.42","412.00","24.61","8.07","328.00","","","","23.68","7.32","309.00","106.76","47.95","449.00","724.42","1101.97","1521.00","47.80","32.94","689.00","6.22","7.59","1219.00","17.03","6.19","363.00","4.53","1.15","254.00","83.29","88.51","1063.00","8.60","3.66","425.00","","","","","","","","","","167.48","140.03","836.00","51.51","3555.20","69022.00","91.45","226.32","421.00","7.93","103.17","2342.00","1.42","9.56","1210.00","9.35","112.73","2170.00"
"2006-07","Rabi","42.12","131.85","3130.00","279.95","758.07","2708.00","9.34","35.41","3793.00","6.46","13.28","2055.00","47.34","34.44","727.00","1.63","2.88","1762.00","0.65","0.92","1412.00","","","","49.63","38.24","770.00","65.43","86.92","1329.00","387.50","976.84","2521.00","","","","74.94","63.34","845.00","7.82","5.00","640.00","7.18","3.13","436.00","14.70","9.13","621.00","20.52","13.42","654.00","125.16","94.02","751.00","512.66","1070.86","2089.00","8.35","15.69","1880.00","0.06","0.04","594.00","","","","0.16","0.06","365.00","","","","13.04","8.62","661.00","67.90","74.38","1095.00","4.37","1.68","385.00","3.77","2.40","637.00","97.65","102.87","1053.00","","","","","","","","","","","","","","",""
"2006-07","Total","438.14","933.55","2131.00","279.95","758.07","2708.00","78.94","150.97","1912.00","6.46","13.28","2055.00","84.73","71.51","844.00","95.08","84.24","886.00","11.77","14.44","1226.00","10.10","4.80","475.00","201.68","174.98","868.00","287.08","339.23","1182.00","1005.16","2030.85","2020.00","35.62","23.14","650.00","74.94","63.34","845.00","30.67","14.43","470.00","31.80","11.20","352.00","14.70","9.13","621.00","44.20","20.74","469.00","231.92","141.98","612.00","1237.08","2172.82","1756.00","56.15","48.64","866.00","6.28","7.62","1213.00","17.03","6.19","363.00","4.69","1.21","258.00","83.29","88.51","1063.00","21.65","12.28","567.00","67.90","74.38","1095.00","4.37","1.68","385.00","3.77","2.40","637.00","265.13","242.90","916.00","51.51","3555.20","69022.00","91.45","226.32","421.00","7.93","103.17","2342.00","1.42","9.56","1210.00","9.35","112.73","2170.00"
"2005-06","Kharif","393.35","782.72","1990.00","","","","67.58","121.56","1799.00","","","","37.63","40.72","1082.00","94.21","73.79","783.00","14.80","22.50","1521.00","10.64","4.72","443.00","157.28","141.73","901.00","224.86","263.29","1171.00","618.22","1046.00","1692.00","35.81","27.38","765.00","","","","23.22","8.96","386.00","23.95","6.59","275.00","","","","23.82","5.72","240.00","106.80","48.65","456.00","725.01","1094.65","1510.00","57.40","62.98","1097.00","8.59","9.88","1150.00","17.23","6.41","372.00","3.98","1.02","257.00","77.08","82.74","1073.00","9.19","4.56","496.00","","","","","","","","","","173.47","167.58","966.00","42.02","2811.72","66919.00","86.77","184.99","362.00","7.60","99.70","2362.00","1.38","8.70","1136.00","8.98","108.40","2173.00"
"2005-06","Rabi","43.25","135.22","3127.00","264.84","693.55","2619.00","8.30","25.54","3076.00","6.30","12.21","1938.00","49.04","35.58","726.00","1.60","3.05","1906.00","0.54","1.03","1904.00","","","","51.18","39.66","775.00","65.79","77.41","1177.00","373.87","906.17","2424.00","","","","69.26","56.00","808.00","6.47","3.49","540.00","6.44","2.75","427.00","15.06","9.46","628.00","19.89","13.49","678.00","117.12","85.20","727.00","490.99","991.36","2019.00","9.96","16.95","1702.00","0.06","0.03","561.00","","","","0.16","0.06","358.00","","","","14.20","9.83","692.00","72.77","81.31","1117.00","4.37","1.73","395.00","3.65","2.29","627.00","105.16","112.20","1067.00","","","","","","","","","","","","","","",""
"2005-06","Total","436.60","917.93","2102.00","264.84","693.55","2619.00","75.88","147.10","1938.00","6.30","12.21","1938.00","86.67","76.30","880.00","95.81","76.84","802.00","15.34","23.54","1534.00","10.64","4.72","443.00","208.47","181.39","870.00","290.65","340.69","1172.00","992.08","1952.17","1968.00","35.81","27.38","765.00","69.26","56.00","808.00","29.69","12.45","419.00","30.39","9.34","307.00","15.06","9.46","628.00","43.70","19.21","440.00","223.91","133.84","598.00","1216.00","2086.02","1715.00","67.36","79.93","1187.00","8.64","9.91","1146.00","17.23","6.41","372.00","4.14","1.08","261.00","77.08","82.74","1073.00","23.40","14.39","615.00","72.77","81.31","1117.00","4.37","1.73","395.00","3.65","2.29","627.00","278.63","279.78","1004.00","42.02","2811.72","66919.00","86.77","184.99","362.00","7.60","99.70","2362.00","1.38","8.70","1136.00","8.98","108.40","2173.00"
"2004-05","Kharif","383.64","722.30","1883.00","","","","65.94","114.76","1740.00","","","","40.99","40.44","987.00","90.66","76.25","841.00","15.00","23.92","1594.00","11.01","4.78","434.00","157.65","145.38","922.00","223.60","260.15","1163.00","607.24","982.45","1618.00","35.19","23.47","667.00","","","","24.84","9.48","382.00","26.55","7.80","294.00","","","","26.59","6.43","242.00","113.17","47.17","417.00","720.41","1029.62","1429.00","57.86","52.62","909.00","7.39","7.90","1069.00","18.44","6.74","366.00","4.14","1.07","258.00","75.71","68.76","908.00","8.73","4.31","494.00","","","","","","","","","","172.27","141.40","821.00","36.62","2370.88","64752.00","87.87","164.29","318.00","7.74","93.99","2186.00","1.42","8.73","1108.00","9.16","102.72","2019.00"
"2004-05","Rabi","35.43","109.02","3077.00","263.83","686.37","2602.00","8.36","26.96","3224.00","6.17","12.07","1958.00","49.94","32.00","641.00","1.67","3.07","1836.00","0.52","0.41","776.00","","","","52.13","35.47","680.00","66.66","74.50","1118.00","365.92","869.89","2377.00","","","","67.15","54.69","815.00","6.85","3.78","552.00","5.84","2.47","423.00","14.73","9.94","675.00","19.89","13.23","665.00","114.46","84.12","735.00","480.38","954.01","1986.00","8.54","15.12","1771.00","0.04","0.04","857.00","","","","0.16","0.05","331.00","","","","12.88","7.56","587.00","73.16","75.93","1038.00","4.49","1.70","378.00","3.69","1.74","470.00","102.96","102.13","992.00","","","","","","","","","","","","","","",""
